Latitude,Longitude,Sample Date,pet,ppt,soil,aet,water_deficit
-27.398611,26.614722,18-01-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-31.104278,29.399722,18-01-2011,134.1,101.8,21.6,115.700005,18.399995422363276
-31.396,29.2651,18-01-2011,134.5,98.7,23.9,119.5,15.0
-33.38056,19.30167,18-01-2011,194.3,13.4,8.2,14.400001,179.89999942779542
-33.31388889,19.07472222,18-01-2011,205.90001,13.8,10.2,15.1,190.80000961853028
-27.495556,26.074722,18-01-2011,194.2,79.9,2.8,76.3,117.89999694824218
-24.39619444,27.08983333,19-01-2011,169.2,96.5,8.400001,92.6,76.6000015258789
-26.970278,27.211111,19-01-2011,173.90001,96.2,3.5,91.8,82.1000069482422
-26.880278,26.965,19-01-2011,175.5,93.9,3.3,89.6,85.9000015258789
-27.273889,28.49,19-01-2011,164.3,104.7,4.4,100.1,64.20000152587892
-27.3,28.586944,19-01-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-27.044444,27.005,19-01-2011,178.7,93.5,3.3,89.200005,89.49999542236327
-30.568333,29.422778,19-01-2011,137.7,105.3,8.5,101.5,36.19999999999999
-30.570833,29.150556,19-01-2011,138.90001,108.5,6.5,104.1,34.800011525878915
-34.031944,22.053333,19-01-2011,157.5,20.200000000000003,7.0,20.6,136.89999961853027
-33.13083,18.86278,19-01-2011,207.1,12.2,7.5,12.7,194.40000019073486
-33.7075,18.97444444,19-01-2011,200.3,19.6,11.8,21.2,179.09999923706056
-25.57877778,29.12747222,19-01-2011,161.6,102.3,4.8,97.8,63.79999694824218
-26.006389,29.253889,20-01-2011,152.0,96.5,5.5,92.3,59.69999694824219
-27.02314,28.59389,20-01-2011,163.1,97.6,4.8,93.3,69.79999694824218
-30.679722,26.7125,20-01-2011,180.90001,68.10000000000001,2.1000001,64.9,116.0000084741211
-28.460833,21.248889,20-01-2011,244.7,52.3,0.0,49.600002,195.09999771118163
-30.77586667,29.03221667,20-01-2011,141.5,104.3,6.6,100.200005,41.29999542236328
-24.925278,29.324444,21-01-2011,162.40001,109.5,4.0,104.5,57.90001000000001
-28.460833,21.248889,21-01-2011,244.7,52.3,0.0,49.600002,195.09999771118163
-24.679167,30.8025,24-01-2011,143.3,149.0,16.7,141.7,1.6000030517578239
-25.99136,27.84208,24-01-2011,161.1,98.5,4.9,94.200005,66.89999542236328
-25.49037,30.6986,24-01-2011,144.7,122.5,17.2,118.4,26.299998474121082
-26.970278,27.211111,24-01-2011,173.90001,96.2,3.5,91.8,82.1000069482422
-27.671111,27.236944,24-01-2011,182.90001,94.2,2.7,89.8,93.1000069482422
-27.356667,27.286389,24-01-2011,182.40001,94.8,3.0,90.4,92.0000084741211
-27.01011111,26.69808333,25-01-2011,183.5,90.9,2.2,86.6,96.9000015258789
-26.98472222,26.63227778,25-01-2011,181.40001,91.8,2.5,87.4,94.0000084741211
-27.398611,26.614722,25-01-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-33.818056,19.694722,25-01-2011,201.8,12.3,6.2000003,12.900001,188.89999942779542
-25.45963889,28.26430556,25-01-2011,164.5,104.7,5.1,100.0,64.5
-33.897778,20.012778,25-01-2011,196.1,11.0,4.9,11.3,184.79999980926513
-25.81048333,27.90955222,26-01-2011,164.1,100.5,5.1,96.1,68.0000015258789
-34.065833,20.404167,26-01-2011,179.3,12.7,6.2000003,13.2,166.10000019073487
-24.058889,31.237222,26-01-2011,154.6,63.3,1.4,60.100002,94.49999771118163
-26.648056,27.089444,26-01-2011,170.90001,93.9,3.4,89.6,81.30001152587892
-26.880278,26.965,26-01-2011,175.5,93.9,3.3,89.6,85.9000015258789
-27.273889,28.49,26-01-2011,164.3,104.7,4.4,100.1,64.20000152587892
-27.044444,27.005,26-01-2011,178.7,93.5,3.3,89.200005,89.49999542236327
-34.092222,21.295278,26-01-2011,173.1,16.6,5.4,16.9,156.20000038146972
-27.02314,28.59389,27-01-2011,163.1,97.6,4.8,93.3,69.79999694824218
-26.73806,27.59194,27-01-2011,168.1,96.3,4.1,92.0,76.1
-28.760833,17.730278,30-01-2011,257.5,1.3,0.0,1.2,256.2999999523163
-26.861111,28.884722,31-01-2011,161.0,89.0,5.2000003,85.200005,75.79999542236328
-26.73806,27.59194,31-01-2011,168.1,96.3,4.1,92.0,76.1
-25.127778,27.628889,01-02-2011,169.3,112.2,6.1,107.1,62.20000152587892
-24.69514,27.40906,01-02-2011,172.90001,121.0,7.0,115.6,57.300011525878915
-27.363611,31.783333,01-02-2011,154.40001,75.0,10.6,72.3,82.1000069482422
-27.802778,28.768333,01-02-2011,159.1,107.8,3.3,102.8,56.29999694824218
-29.160278,26.573333,01-02-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-34.329722,18.990278,01-02-2011,158.2,23.5,17.9,27.2,130.99999923706054
-25.20639,27.558,02-02-2011,170.0,112.9,6.5,108.0,62.0
-23.281,30.54305556,03-02-2011,154.40001,99.5,6.2000003,95.0,59.40001000000001
-28.801278,31.955389,03-02-2011,150.2,89.60000000000001,11.0,87.6,62.600001525878895
-27.00222,28.76528,03-02-2011,161.6,95.4,5.0,91.200005,70.39999542236328
-27.02314,28.59389,03-02-2011,163.1,97.6,4.8,93.3,69.79999694824218
-27.3,28.586944,03-02-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-30.679722,26.7125,03-02-2011,180.90001,68.10000000000001,2.1000001,64.9,116.0000084741211
-28.460833,21.248889,03-02-2011,244.7,52.3,0.0,49.600002,195.09999771118163
-28.460833,21.248889,04-02-2011,244.7,52.3,0.0,49.600002,195.09999771118163
-29.140556,31.391944,07-02-2011,143.5,108.7,4.8,103.6,39.900001525878906
-25.99136,27.84208,07-02-2011,161.1,98.5,4.9,94.200005,66.89999542236328
-24.058889,31.237222,07-02-2011,154.6,63.3,1.4,60.100002,94.49999771118163
-26.73806,27.59194,07-02-2011,168.1,96.3,4.1,92.0,76.1
-30.86013889,29.07125,07-02-2011,140.6,101.6,7.0,97.700005,42.899995422363276
-27.356667,27.286389,07-02-2011,182.40001,94.8,3.0,90.4,92.0000084741211
-28.058889,30.373611,07-02-2011,158.0,99.6,4.2000003,95.0,63.0
-27.01011111,26.69808333,08-02-2011,183.5,90.9,2.2,86.6,96.9000015258789
-27.169444,29.233889,08-02-2011,157.3,90.0,4.0,86.0,71.30000000000001
-26.98472222,26.63227778,08-02-2011,181.40001,91.8,2.5,87.4,94.0000084741211
-27.398611,26.614722,08-02-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.573056,24.746389,08-02-2011,208.40001,75.2,0.4,71.5,136.90001
-33.501667,21.624167,08-02-2011,189.1,13.0,0.1,12.400001,176.6999994277954
-32.502778,19.535833,08-02-2011,233.40001,4.800000000000001,1.3000001,4.7000003,228.7000097138977
-25.45963889,28.26430556,08-02-2011,164.5,104.7,5.1,100.0,64.5
-26.970278,27.211111,09-02-2011,173.90001,96.2,3.5,91.8,82.1000069482422
-27.273889,28.49,09-02-2011,164.3,104.7,4.4,100.1,64.20000152587892
-28.69485,28.23487,09-02-2011,160.7,103.4,3.1000001,98.6,62.100001525878895
-28.883333,27.89,09-02-2011,164.2,105.8,3.3,101.0,63.19999999999999
-27.02314,28.59389,10-02-2011,163.1,97.6,4.8,93.3,69.79999694824218
-30.679722,26.7125,10-02-2011,180.90001,68.10000000000001,2.1000001,64.9,116.0000084741211
-30.534167,24.961944,10-02-2011,205.0,44.900000000000006,0.0,42.600002,162.39999771118164
-34.031944,22.053333,10-02-2011,157.5,20.200000000000003,7.0,20.6,136.89999961853027
-34.039722,22.133333,10-02-2011,156.0,21.1,7.3,21.6,134.39999961853027
-32.595833,19.009444,10-02-2011,218.5,7.300000000000001,6.1,7.6,210.90000009536743
-28.801278,31.955389,11-02-2011,150.2,89.60000000000001,11.0,87.6,62.600001525878895
-29.658056,25.973333,11-02-2011,186.90001,71.0,2.2,67.700005,119.20000542236329
-28.068333,31.55,11-02-2011,159.1,77.30000000000001,2.3,73.5,85.6
-28.760833,17.730278,13-02-2011,257.5,1.3,0.0,1.2,256.2999999523163
-29.7775,29.470833,14-02-2011,138.3,148.1,8.900001,138.3,-3.0517578011313162e-06
-29.987778,29.851667,14-02-2011,136.0,127.0,10.8,122.4,13.599998474121094
-29.744167,29.905833,14-02-2011,141.6,126.3,8.7,121.1,20.5000015258789
-26.861111,28.884722,14-02-2011,161.0,89.0,5.2000003,85.200005,75.79999542236328
-26.45,28.085833,14-02-2011,162.5,90.0,4.5,86.0,76.5
-31.396,29.2651,14-02-2011,134.5,98.7,23.9,119.5,15.0
-25.20639,27.558,15-02-2011,170.0,112.9,6.5,108.0,62.0
-24.69514,27.40906,15-02-2011,172.90001,121.0,7.0,115.6,57.300011525878915
-26.006389,29.253889,15-02-2011,152.0,96.5,5.5,92.3,59.69999694824219
-27.802778,28.768333,15-02-2011,159.1,107.8,3.3,102.8,56.29999694824218
-27.398611,26.614722,15-02-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.671111,27.236944,15-02-2011,182.90001,94.2,2.7,89.8,93.1000069482422
-29.160278,26.573333,15-02-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-30.568333,29.422778,15-02-2011,137.7,105.3,8.5,101.5,36.19999999999999
-30.570833,29.150556,15-02-2011,138.90001,108.5,6.5,104.1,34.800011525878915
-33.38056,19.30167,15-02-2011,194.3,13.4,8.2,14.400001,179.89999942779542
-33.31388889,19.07472222,15-02-2011,205.90001,13.8,10.2,15.1,190.80000961853028
-27.495556,26.074722,15-02-2011,194.2,79.9,2.8,76.3,117.89999694824218
-25.436111,31.982222,16-02-2011,148.90001,61.8,12.400001,60.0,88.90001000000001
-24.39619444,27.08983333,16-02-2011,169.2,96.5,8.400001,92.6,76.6000015258789
-25.67386,31.57527,16-02-2011,154.8,81.0,11.400001,78.1,76.70000152587892
-30.733889,29.828333,16-02-2011,132.40001,114.8,33.100002,120.0,12.400010000000009
-30.398056,30.601944,16-02-2011,134.7,125.4,49.0,127.0,7.699999999999989
-27.273889,28.49,16-02-2011,164.3,104.7,4.4,100.1,64.20000152587892
-27.3,28.586944,16-02-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-27.044444,27.005,16-02-2011,178.7,93.5,3.3,89.200005,89.49999542236327
-30.86013889,29.07125,16-02-2011,140.6,101.6,7.0,97.700005,42.899995422363276
-30.77586667,29.03221667,16-02-2011,141.5,104.3,6.6,100.200005,41.29999542236328
-33.13083,18.86278,16-02-2011,207.1,12.2,7.5,12.7,194.40000019073486
-24.925278,29.324444,17-02-2011,162.40001,109.5,4.0,104.5,57.90001000000001
-27.00222,28.76528,17-02-2011,161.6,95.4,5.0,91.200005,70.39999542236328
-27.02314,28.59389,17-02-2011,163.1,97.6,4.8,93.3,69.79999694824218
-22.43772222,31.07805556,18-02-2011,172.0,112.3,0.5,106.700005,65.29999542236328
-29.803611,30.516111,18-02-2011,134.2,120.7,11.3,116.5,17.69999999999999
-25.99136,27.84208,21-02-2011,161.1,98.5,4.9,94.200005,66.89999542236328
-26.861111,28.884722,21-02-2011,161.0,89.0,5.2000003,85.200005,75.79999542236328
-26.73806,27.59194,21-02-2011,168.1,96.3,4.1,92.0,76.1
-26.45,28.085833,21-02-2011,162.5,90.0,4.5,86.0,76.5
-27.01011111,26.69808333,22-02-2011,183.5,90.9,2.2,86.6,96.9000015258789
-27.169444,29.233889,22-02-2011,157.3,90.0,4.0,86.0,71.30000000000001
-26.98472222,26.63227778,22-02-2011,181.40001,91.8,2.5,87.4,94.0000084741211
-27.398611,26.614722,22-02-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-29.160278,26.573333,22-02-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-33.818056,19.694722,22-02-2011,201.8,12.3,6.2000003,12.900001,188.89999942779542
-25.81048333,27.90955222,23-02-2011,164.1,100.5,5.1,96.1,68.0000015258789
-29.641944,30.6875,23-02-2011,139.7,111.0,10.400001,107.1,32.600001525878895
-34.065833,20.404167,23-02-2011,179.3,12.7,6.2000003,13.2,166.10000019073487
-33.980556,21.653333,23-02-2011,164.5,15.8,4.6,15.8,148.69999980926514
-22.769722,30.886944,23-02-2011,159.8,120.6,5.5,114.9,44.899998474121105
-27.00222,28.76528,23-02-2011,161.6,95.4,5.0,91.200005,70.39999542236328
-27.02314,28.59389,23-02-2011,163.1,97.6,4.8,93.3,69.79999694824218
-27.38972222,26.46388889,23-02-2011,193.3,83.7,2.6000001,79.8,113.4999969482422
-27.398611,26.614722,23-02-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.671111,27.236944,23-02-2011,182.90001,94.2,2.7,89.8,93.1000069482422
-27.356667,27.286389,23-02-2011,182.40001,94.8,3.0,90.4,92.0000084741211
-33.897778,20.012778,23-02-2011,196.1,11.0,4.9,11.3,184.79999980926513
-23.763056,27.908611,24-02-2011,156.3,109.0,5.5,104.1,52.20000152587892
-23.23572222,27.717,24-02-2011,162.0,82.0,0.5,77.9,84.0999984741211
-28.44555556,32.325,24-02-2011,144.8,85.4,17.2,87.5,57.30000000000001
-30.679722,26.7125,24-02-2011,180.90001,68.10000000000001,2.1000001,64.9,116.0000084741211
-30.160091,27.40124,24-02-2011,171.3,84.5,3.6000001,80.700005,90.59999542236329
-30.336111,27.359444,24-02-2011,171.90001,82.9,3.8,79.3,92.6000069482422
-28.460833,21.248889,24-02-2011,244.7,52.3,0.0,49.600002,195.09999771118163
-22.91028,29.61111,25-02-2011,151.90001,112.6,1.2,107.0,44.90001000000001
-28.760833,17.730278,27-02-2011,257.5,1.3,0.0,1.2,256.2999999523163
-24.183889,30.823889,01-03-2011,152.3,94.1,7.0,90.0,62.30000000000001
-27.398611,26.614722,01-03-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.671111,27.236944,01-03-2011,182.90001,94.2,2.7,89.8,93.1000069482422
-29.160278,26.573333,01-03-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-27.495556,26.074722,01-03-2011,194.2,79.9,2.8,76.3,117.89999694824218
-23.658056,31.05,02-03-2011,156.40001,65.4,1.2,62.2,94.20000923706056
-26.648056,27.089444,02-03-2011,170.90001,93.9,3.4,89.6,81.30001152587892
-27.802778,28.768333,02-03-2011,159.1,107.8,3.3,102.8,56.29999694824218
-24.679167,30.8025,03-03-2011,143.3,149.0,16.7,141.7,1.6000030517578239
-27.273889,28.49,03-03-2011,164.3,104.7,4.4,100.1,64.20000152587892
-27.3,28.586944,03-03-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-30.679722,26.7125,03-03-2011,180.90001,68.10000000000001,2.1000001,64.9,116.0000084741211
-27.02314,28.59389,04-03-2011,163.1,97.6,4.8,93.3,69.79999694824218
-25.99136,27.84208,07-03-2011,161.1,98.5,4.9,94.200005,66.89999542236328
-31.554722,29.245556,07-03-2011,123.700005,106.2,36.100002,115.3,8.400001948242192
-27.01011111,26.69808333,08-03-2011,183.5,90.9,2.2,86.6,96.9000015258789
-27.802778,28.768333,08-03-2011,159.1,107.8,3.3,102.8,56.29999694824218
-26.98472222,26.63227778,08-03-2011,181.40001,91.8,2.5,87.4,94.0000084741211
-27.398611,26.614722,08-03-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.671111,27.236944,08-03-2011,182.90001,94.2,2.7,89.8,93.1000069482422
-29.160278,26.573333,08-03-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-31.396,29.2651,08-03-2011,134.5,98.7,23.9,119.5,15.0
-25.45963889,28.26430556,08-03-2011,164.5,104.7,5.1,100.0,64.5
-25.81048333,27.90955222,09-03-2011,164.1,100.5,5.1,96.1,68.0000015258789
-22.225556,29.990556,09-03-2011,164.1,78.7,0.2,74.8,89.29999694824218
-26.03611,30.99778,09-03-2011,155.6,142.70000000000002,15.5,137.7,17.900003051757807
-28.404444,30.013056,09-03-2011,160.6,99.7,3.4,95.0,65.6
-29.380556,30.2775,09-03-2011,134.90001,117.4,9.0,112.8,22.100006948242196
-26.648056,27.089444,09-03-2011,170.90001,93.9,3.4,89.6,81.30001152587892
-26.970278,27.211111,09-03-2011,173.90001,96.2,3.5,91.8,82.1000069482422
-27.273889,28.49,09-03-2011,164.3,104.7,4.4,100.1,64.20000152587892
-27.3,28.586944,09-03-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-27.044444,27.005,09-03-2011,178.7,93.5,3.3,89.200005,89.49999542236327
-28.69485,28.23487,09-03-2011,160.7,103.4,3.1000001,98.6,62.100001525878895
-28.883333,27.89,09-03-2011,164.2,105.8,3.3,101.0,63.19999999999999
-30.568333,29.422778,09-03-2011,137.7,105.3,8.5,101.5,36.19999999999999
-30.570833,29.150556,09-03-2011,138.90001,108.5,6.5,104.1,34.800011525878915
-34.329722,18.990278,09-03-2011,158.2,23.5,17.9,27.2,130.99999923706054
-30.830556,26.921389,10-03-2011,175.90001,68.9,2.7,65.8,110.1000069482422
-25.49037,30.6986,10-03-2011,144.7,122.5,17.2,118.4,26.299998474121082
-29.380556,30.2775,10-03-2011,134.90001,117.4,9.0,112.8,22.100006948242196
-30.86013889,29.07125,10-03-2011,140.6,101.6,7.0,97.700005,42.899995422363276
-30.77586667,29.03221667,10-03-2011,141.5,104.3,6.6,100.200005,41.29999542236328
-29.658056,25.973333,11-03-2011,186.90001,71.0,2.2,67.700005,119.20000542236329
-30.534167,24.961944,11-03-2011,205.0,44.900000000000006,0.0,42.600002,162.39999771118164
-31.031389,28.883333,11-03-2011,138.90001,102.1,7.0,98.0,40.90001000000001
-34.039722,22.133333,11-03-2011,156.0,21.1,7.3,21.6,134.39999961853027
-28.760833,17.730278,13-03-2011,257.5,1.3,0.0,1.2,256.2999999523163
-29.7775,29.470833,14-03-2011,138.3,148.1,8.900001,138.3,-3.0517578011313162e-06
-29.987778,29.851667,14-03-2011,136.0,127.0,10.8,122.4,13.599998474121094
-29.744167,29.905833,14-03-2011,141.6,126.3,8.7,121.1,20.5000015258789
-26.861111,28.884722,14-03-2011,161.0,89.0,5.2000003,85.200005,75.79999542236328
-26.73806,27.59194,14-03-2011,168.1,96.3,4.1,92.0,76.1
-26.45,28.085833,14-03-2011,162.5,90.0,4.5,86.0,76.5
-25.127778,27.628889,15-03-2011,169.3,112.2,6.1,107.1,62.20000152587892
-25.20639,27.558,15-03-2011,170.0,112.9,6.5,108.0,62.0
-24.69514,27.40906,15-03-2011,172.90001,121.0,7.0,115.6,57.300011525878915
-25.73411,27.21422,15-03-2011,164.0,114.0,4.9,108.9,55.099998474121094
-26.006389,29.253889,15-03-2011,152.0,96.5,5.5,92.3,59.69999694824219
-28.747778,31.745833,15-03-2011,152.90001,97.7,6.4,93.6,59.300011525878915
-30.733889,29.828333,15-03-2011,132.40001,114.8,33.100002,120.0,12.400010000000009
-27.398611,26.614722,15-03-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-27.495556,26.074722,15-03-2011,194.2,79.9,2.8,76.3,117.89999694824218
-24.282222,28.090278,16-03-2011,155.40001,99.0,6.6,94.8,60.600006948242196
-30.398056,30.601944,16-03-2011,134.7,125.4,49.0,127.0,7.699999999999989
-30.27402,30.69602,16-03-2011,134.40001,124.0,34.100002,124.4,10.000008474121103
-26.880278,26.965,16-03-2011,175.5,93.9,3.3,89.6,85.9000015258789
-27.273889,28.49,16-03-2011,164.3,104.7,4.4,100.1,64.20000152587892
-34.031944,22.053333,16-03-2011,157.5,20.200000000000003,7.0,20.6,136.89999961853027
-23.763056,27.908611,17-03-2011,156.3,109.0,5.5,104.1,52.20000152587892
-27.00222,28.76528,17-03-2011,161.6,95.4,5.0,91.200005,70.39999542236328
-27.02314,28.59389,17-03-2011,163.1,97.6,4.8,93.3,69.79999694824218
-24.925278,29.324444,18-03-2011,162.40001,109.5,4.0,104.5,57.90001000000001
-29.803611,30.516111,18-03-2011,134.2,120.7,11.3,116.5,17.69999999999999
-26.970278,27.211111,21-03-2011,173.90001,96.2,3.5,91.8,82.1000069482422
-27.01011111,26.69808333,22-03-2011,183.5,90.9,2.2,86.6,96.9000015258789
-25.99136,27.84208,22-03-2011,161.1,98.5,4.9,94.200005,66.89999542236328
-26.861111,28.884722,22-03-2011,161.0,89.0,5.2000003,85.200005,75.79999542236328
-26.45,28.085833,22-03-2011,162.5,90.0,4.5,86.0,76.5
-27.398611,26.614722,22-03-2011,191.90001,84.9,2.5,80.9,111.0000084741211
-33.501667,21.624167,22-03-2011,189.1,13.0,0.1,12.400001,176.6999994277954
-33.31388889,19.07472222,22-03-2011,205.90001,13.8,10.2,15.1,190.80000961853028
-28.338333,31.373611,22-03-2011,148.5,94.6,2.9,90.0,58.5
-29.641944,30.6875,23-03-2011,139.7,111.0,10.400001,107.1,32.600001525878895
-28.735556,29.820556,23-03-2011,157.90001,104.9,3.2,99.9,58.0000084741211
-26.648056,27.089444,23-03-2011,170.90001,93.9,3.4,89.6,81.30001152587892
-27.044444,27.005,23-03-2011,178.7,93.5,3.3,89.200005,89.49999542236327
-29.160278,26.573333,23-03-2011,190.1,84.30000000000001,2.4,80.4,109.69999847412109
-33.13083,18.86278,23-03-2011,207.1,12.2,7.5,12.7,194.40000019073486
-25.45963889,28.26430556,23-03-2011,164.5,104.7,5.1,100.0,64.5
-25.81048333,27.90955222,24-03-2011,164.1,100.5,5.1,96.1,68.0000015258789
-27.602222,29.942778,24-03-2011,165.8,98.7,4.1,94.1,71.70000152587892
-27.3,28.586944,24-03-2011,163.40001,103.8,4.2000003,99.1,64.30001152587892
-33.38056,19.30167,24-03-2011,194.3,13.4,8.2,14.400001,179.89999942779542
-27.00222,28.76528,25-03-2011,161.6,95.4,5.0,91.200005,70.39999542236328
-27.02314,28.59389,25-03-2011,163.1,97.6,4.8,93.3,69.79999694824218
-30.160091,27.40124,25-03-2011,171.3,84.5,3.6000001,80.700005,90.59999542236329
-30.336111,27.359444,25-03-2011,171.90001,82.9,3.8,79.3,92.6000069482422
-28.760833,17.730278,27-03-2011,257.5,1.3,0.0,1.2,256.2999999523163
-22.43772222,31.07805556,28-03-2011,172.0,112.3,0.5,106.700005,65.29999542236328
-26.73806,27.59194,28-03-2011,168.1,96.3,4.1,92.0,76.1
-25.127778,27.628889,29-03-2011,169.3,112.2,6.1,107.1,62.20000152587892
-25.20639,27.558,29-03-2011,170.0,112.9,6.5,108.0,62.0
-24.69514,27.40906,29-03-2011,172.90001,121.0,7.0,115.6,57.300011525878915
-27.169444,29.233889,29-03-2011,157.3,90.0,4.0,86.0,71.30000000000001
-26.98472222,26.63227778,29-03-2011,181.40001,91.8,2.5,87.4,94.0000084741211
-28.141944,26.417778,29-03-2011,192.90001,83.30000000000001,2.5,79.5,113.40001000000001
